timestamp,sensor ticks 0,soc ticks 0,x 0,y 0,z 0,temperature 0,sensor ticks 1,soc ticks 1,x 1,y 1,z 1,temperature 1,sensor ticks 2,soc ticks 2,x 2,y 2,z 2,temperature 2,sensor ticks 3,soc ticks 3,x 3,y 3,z 3,temperature 3,sensor ticks 4,soc ticks 4,x 4,y 4,z 4,temperature 4,sensor ticks 5,soc ticks 5,x 5,y 5,z 5,temperature 5,sensor ticks 6,soc ticks 6,x 6,y 6,z 6,temperature 6,sensor ticks 7,soc ticks 7,x 7,y 7,z 7,temperature 7,sensor ticks 8,soc ticks 8,x 8,y 8,z 8,temperature 8,sensor ticks 9,soc ticks 9,x 9,y 9,z 9,temperature 9,sensor ticks 10,soc ticks 10,x 10,y 10,z 10,temperature 10,pose 00,pose 01,pose 02,pose 03,pose 10,pose 11,pose 12,pose 13,pose 20,pose 21,pose 22,pose 23,pose 30,pose 31,pose 32,pose 33
3634836025,369318777248,3634836025,373.3500061035156,480.45001220703125,-271.6500244140625,0.0,369338775676,3634836025,375.1500244140625,478.95001220703125,-270.0,0.0,369358774549,3634836025,376.3500061035156,481.0500183105469,-273.75,0.0,369378774295,3634836025,376.20001220703125,480.3000183105469,-273.9000244140625,0.0,369398779805,3634836025,375.6000061035156,481.8000183105469,-272.70001220703125,0.0,369418773469,3634836025,375.0,482.4000244140625,-272.70001220703125,0.0,369438771596,3634836025,374.8500061035156,483.1500244140625,-273.6000061035156,0.0,369458774501,3634836025,375.6000061035156,484.6500244140625,-274.8000183105469,0.0,369478773787,3634836025,377.1000061035156,484.5000305175781,-275.70001220703125,0.0,369498779694,3634836025,376.6500244140625,484.0500183105469,-274.3500061035156,0.0,369518773914,3634836025,377.5500183105469,483.9000244140625,-273.9000244140625,0.0,-0.8444004,-0.53513753,0.024825722,0.0,-0.025484204,-0.006163597,-0.9996564,0.0,0.53510654,-0.8447426,-0.008433223,0.0,-0.05972746,-0.3446883,0.49605095,1.0
3637038504,369538775867,3637038504,377.1000061035156,485.5500183105469,-274.20001220703125,0.0,369558771421,3637038504,377.70001220703125,486.9000244140625,-273.75,0.0,369578778932,3637038504,376.8000183105469,487.5000305175781,-276.3000183105469,0.0,369598773803,3637038504,377.8500061035156,486.1500244140625,-274.95001220703125,0.0,369618772945,3637038504,377.1000061035156,485.8500061035156,-275.25,0.0,369638773787,3637038504,378.45001220703125,485.8500061035156,-275.70001220703125,0.0,369658772389,3637038504,378.1500244140625,486.1500244140625,-276.0,0.0,369678779503,3637038504,378.0,486.9000244140625,-276.9000244140625,0.0,369698778471,3637038504,378.45001220703125,486.45001220703125,-277.0500183105469,0.0,369718775454,3637038504,378.0,488.8500061035156,-276.1500244140625,0.0,369738773374,3637038504,379.8000183105469,488.4000244140625,-275.25,0.0,-0.8816986,-0.47180104,0.0034587532,0.0,-0.006918505,0.0055983663,-0.9999606,0.0,0.471763,-0.88168746,-0.008200645,0.0,-0.056781724,-0.36901218,0.53783286,1.0
3639234314,369758774358,3639234314,380.1000061035156,489.45001220703125,-277.0500183105469,0.0,369778775343,3639234314,380.5500183105469,489.45001220703125,-277.0500183105469,0.0,369798791762,3639234314,381.6000061035156,489.6000061035156,-277.5,0.0,369818772850,3639234314,379.20001220703125,490.0500183105469,-276.3000183105469,0.0,369838774327,3639234314,379.6500244140625,490.95001220703125,-275.8500061035156,0.0,369858777947,3639234314,382.3500061035156,491.5500183105469,-278.25,0.0,369878773437,3639234314,381.0,491.8500061035156,-277.20001220703125,0.0,369898776312,3639234314,382.20001220703125,491.70001220703125,-278.4000244140625,0.0,369918773183,3639234314,382.8000183105469,492.6000061035156,-276.3000183105469,0.0,369938774660,3639234314,382.0500183105469,492.9000244140625,-277.95001220703125,0.0,369958778900,3639234314,382.3500061035156,492.1500244140625,-279.3000183105469,0.0,-0.91599965,-0.4011674,-0.0030697435,0.0,-0.0022135973,0.012705803,-0.99991685,0.0,0.40117306,-0.9159166,-0.012526512,0.0,-0.052093506,-0.38247913,0.5600744,1.0
3641450304,369978773596,3641450304,382.5,493.0500183105469,-277.8000183105469,0.0,369998788078,3641450304,380.5500183105469,493.0500183105469,-277.8000183105469,0.0,370018773390,3641450304,380.8500061035156,492.3000183105469,-277.8000183105469,0.0,370038774565,3641450304,382.5,492.6000061035156,-277.8000183105469,0.0,370058777185,3641450304,382.0500183105469,493.5000305175781,-276.45001220703125,0.0,370078773025,3641450304,382.6500244140625,493.20001220703125,-277.95001220703125,0.0,370098774120,3641450304,382.3500061035156,490.5000305175781,-277.95001220703125,0.0,370118773295,3641450304,382.5,492.6000061035156,-276.3000183105469,0.0,370138774771,3641450304,381.6000061035156,492.9000244140625,-277.20001220703125,0.0,370158771643,3641450304,382.0500183105469,493.20001220703125,-277.95001220703125,0.0,370178777677,3641450304,382.20001220703125,493.6500244140625,-279.1500244140625,0.0,-0.92479014,-0.3804697,0.0025277138,0.0,-0.014116108,0.0276708,-0.9995175,0.0,0.38021615,-0.9243794,-0.03096056,0.0,-0.040988088,-0.3963074,0.5675493,1.0
3643635097,370198774946,3643635097,382.20001220703125,493.0500183105469,-278.1000061035156,0.0,370218776582,3643635097,381.1500244140625,492.6000061035156,-277.3500061035156,0.0,370238774025,3643635097,381.1500244140625,493.6500244140625,-277.0500183105469,0.0,370258772517,3643635097,381.6000061035156,492.9000244140625,-277.95001220703125,0.0,370278776280,3643635097,384.0,493.8000183105469,-279.0,0.0,370298776550,3643635097,382.95001220703125,493.8000183105469,-278.5500183105469,0.0,370318776597,3643635097,383.5500183105469,494.2500305175781,-278.1000061035156,0.0,370338774740,3643635097,382.8000183105469,494.5500183105469,-279.1500244140625,0.0,370358773803,3643635097,382.0500183105469,493.5000305175781,-278.25,0.0,370378778932,3643635097,382.5,494.2500305175781,-278.4000244140625,0.0,370398773437,3643635097,383.5500183105469,493.95001220703125,-278.4000244140625,0.0,-0.93011045,-0.3668448,0.017866671,0.0,-0.02495727,0.014594257,-0.99958193,0.0,0.3664307,-0.9301677,-0.022729635,0.0,-0.032958835,-0.40158406,0.5590286,1.0
3645836652,370418775708,3645836652,382.0500183105469,493.5000305175781,-279.0,0.0,370438775883,3645836652,382.5,495.3000183105469,-278.4000244140625,0.0,370458775279,3645836652,382.5,493.6500244140625,-277.3500061035156,0.0,370478773469,3645836652,383.25,493.3500061035156,-276.3000183105469,0.0,370498777423,3645836652,384.0,492.45001220703125,-275.1000061035156,0.0,370518773803,3645836652,382.0500183105469,492.9000244140625,-275.8500061035156,0.0,370538773279,3645836652,382.8000183105469,494.5500183105469,-277.8000183105469,0.0,370558776899,3645836652,384.0,494.4000244140625,-277.95001220703125,0.0,370578774231,3645836652,381.6000061035156,494.1000061035156,-276.9000244140625,0.0,370598791524,3645836652,381.3000183105469,494.4000244140625,-276.1500244140625,0.0,370618773406,3645836652,382.3500061035156,494.1000061035156,-276.9000244140625,0.0,-0.9325323,-0.35875887,0.040934995,0.0,-0.04416652,0.00081300735,-0.99902385,0.0,0.35837537,-0.9334299,-0.016603231,0.0,-0.025564402,-0.4141565,0.5480027,1.0
3648038497,370638774930,3648038497,382.0500183105469,494.4000244140625,-277.5,0.0,370658771326,3648038497,382.6500244140625,494.8500061035156,-276.45001220703125,0.0,370678772675,3648038497,383.25,493.95001220703125,-276.3000183105469,0.0,370698776439,3648038497,381.3000183105469,495.1500244140625,-275.8500061035156,0.0,370718774025,3648038497,382.8000183105469,494.5500183105469,-277.3500061035156,0.0,370738775692,3648038497,382.95001220703125,494.8500061035156,-277.20001220703125,0.0,370758772532,3648038497,383.4000244140625,495.7500305175781,-278.25,0.0,370778800686,3648038497,383.70001220703125,496.3500061035156,-276.45001220703125,0.0,370798773565,3648038497,383.8500061035156,495.9000244140625,-277.0500183105469,0.0,370818775184,3648038497,383.8500061035156,495.3000183105469,-277.3500061035156,0.0,370838774422,3648038497,383.4000244140625,495.45001220703125,-276.45001220703125,0.0,-0.9473727,-0.31716093,0.043525428,0.0,-0.050444007,0.013631105,-0.998634,0.0,0.31613433,-0.9482739,-0.028912902,0.0,-0.023684785,-0.43185666,0.5397904,1.0
3650249442,370858788459,3650249442,384.7500305175781,495.7500305175781,-277.95001220703125,0.0,370878775359,3650249442,383.70001220703125,495.45001220703125,-277.5,0.0,370898782520,3650249442,385.3500061035156,496.0500183105469,-279.3000183105469,0.0,370918775486,3650249442,384.0,496.0500183105469,-280.0500183105469,0.0,370938775835,3650249442,385.5000305175781,495.9000244140625,-279.1500244140625,0.0,370958772151,3650249442,385.3500061035156,495.1500244140625,-279.6000061035156,0.0,370978781742,3650249442,384.9000244140625,495.3000183105469,-280.5,0.0,370998778757,3650249442,385.3500061035156,497.4000244140625,-278.5500183105469,0.0,371018780456,3650249442,386.1000061035156,498.0000305175781,-279.0,0.0,371038774057,3650249442,387.0000305175781,497.70001220703125,-279.3000183105469,0.0,371058770992,3650249442,384.9000244140625,496.20001220703125,-278.8500061035156,0.0,-0.96319926,-0.26419654,0.049469464,0.0,-0.061104886,0.036000848,-0.9974819,0.0,0.26175034,-0.9637967,-0.050819635,0.0,-0.020754457,-0.45853177,0.5318437,1.0
3652434560,371078778630,3652434560,385.8000183105469,496.20001220703125,-280.20001220703125,0.0,371098774057,3652434560,386.4000244140625,497.1000061035156,-279.3000183105469,0.0,371118777058,3652434560,385.8000183105469,497.8500061035156,-279.1500244140625,0.0,371138774295,3652434560,387.0000305175781,496.8000183105469,-279.6000061035156,0.0,371158772580,3652434560,387.9000244140625,497.8500061035156,-280.20001220703125,0.0,371178780202,3652434560,386.8500061035156,497.2500305175781,-280.8000183105469,0.0,371198772961,3652434560,387.9000244140625,497.5500183105469,-280.5,0.0,371218776185,3652434560,387.9000244140625,497.2500305175781,-281.5500183105469,0.0,371238774041,3652434560,387.6000061035156,498.6000061035156,-281.5500183105469,0.0,371258773501,3652434560,389.2500305175781,498.1500244140625,-281.8500061035156,0.0,371278773628,3652434560,385.8000183105469,498.6000061035156,-281.25,0.0,-0.9763992,-0.2117382,0.042554155,0.0,-0.054224968,0.04961896,-0.997295,0.0,0.20905401,-0.9760659,-0.059929132,0.0,-0.009592265,-0.4874093,0.5283078,1.0
3654681567,371298771961,3654681567,389.1000061035156,498.3000183105469,-281.4000244140625,0.0,371318778169,3654681567,388.3500061035156,498.7500305175781,-281.1000061035156,0.0,371338774867,3654681567,387.7500305175781,499.0500183105469,-279.3000183105469,0.0,371358774914,3654681567,388.3500061035156,501.0000305175781,-282.45001220703125,0.0,371378781012,3654681567,388.3500061035156,499.6500244140625,-280.6500244140625,0.0,371398777963,3654681567,389.70001220703125,501.0000305175781,-281.4000244140625,0.0,371418773628,3654681567,389.4000244140625,501.0000305175781,-282.1500244140625,0.0,371438774740,3654681567,389.8500061035156,500.5500183105469,-282.6000061035156,0.0,371458776137,3654681567,388.8000183105469,499.8000183105469,-281.8500061035156,0.0,371478773612,3654681567,387.9000244140625,499.20001220703125,-281.5500183105469,0.0,371498784124,3654681567,388.5000305175781,499.5000305175781,-281.5500183105469,0.0,-0.98119533,-0.18890724,0.039616823,0.0,-0.04993505,0.050176084,-0.9974912,0.0,0.1864455,-0.9807121,-0.058665514,0.0,-0.0057045966,-0.49672946,0.5245218,1.0
