timestamp,fx,fy,cx,cy,pose 00,pose 01,pose 02,pose 03,pose 10,pose 11,pose 12,pose 13,pose 20,pose 21,pose 22,pose 23,pose 30,pose 31,pose 32,pose 33
3054281497,596.6964,596.77246,374.13934,203.65181,-0.17144051,0.036159225,0.98453355,0.0,0.9126477,0.382214,0.14488456,0.0,-0.37106305,0.9233675,-0.09852728,0.0,0.0265394,-0.53387827,0.691007,1.0
3054614696,596.6964,596.77246,374.13934,203.65181,-0.1737108,0.036732458,0.9841141,0.0,0.9068669,0.39557925,0.14530945,0.0,-0.38395703,0.9176984,-0.102027416,0.0,0.025141329,-0.5278762,0.6915906,1.0
3054947895,596.6964,596.77246,374.13934,203.65181,-0.17554224,0.03818465,0.98373413,0.0,0.9004488,0.41017333,0.14475831,0.0,-0.39797345,0.91120905,-0.106385686,0.0,0.023842558,-0.5217347,0.6922301,1.0
3055281094,596.6964,596.77246,374.13934,203.65181,-0.17691758,0.040537547,0.9833932,0.0,0.8935908,0.42542666,0.143224,0.0,-0.41255504,0.9040861,-0.11148907,0.0,0.022530213,-0.5154803,0.6930691,1.0
3055614293,596.6964,596.77246,374.13934,203.65181,-0.17896438,0.042684607,0.98293215,0.0,0.88659656,0.44011232,0.14231133,0.0,-0.42652535,0.8969291,-0.11660807,0.0,0.02097635,-0.5093225,0.6941023,1.0
3055947492,596.6964,596.77246,374.13934,203.65181,-0.18131354,0.04382862,0.98245114,0.0,0.8796851,0.45383444,0.14210078,0.0,-0.43964154,0.89000887,-0.1208412,0.0,0.019176021,-0.5032353,0.6949915,1.0
3056280691,596.6964,596.77246,374.13934,203.65181,-0.18407887,0.0448645,0.9818897,0.0,0.87276137,0.46695638,0.14228335,0.0,-0.4521157,0.88314265,-0.12511238,0.0,0.017105281,-0.49719515,0.6958787,1.0
3056613890,596.6964,596.77246,374.13934,203.65181,-0.18611482,0.045420572,0.9814803,0.0,0.86591744,0.47961077,0.14200497,0.0,-0.4642783,0.8763064,-0.1285927,0.0,0.014831334,-0.4909956,0.6965392,1.0
3056947089,596.6964,596.77246,374.13934,203.65181,-0.18683317,0.044921063,0.98136705,0.0,0.85661066,0.49651217,0.14035371,0.0,-0.48095495,0.8668681,-0.13124426,0.0,0.012877524,-0.48416495,0.6967372,1.0
3057280288,596.6964,596.77246,374.13934,203.65181,-0.1869261,0.044878002,0.9813511,0.0,0.8471248,0.51319635,0.13788909,0.0,-0.49743754,0.8570987,-0.13394651,0.0,0.010811359,-0.47721744,0.6967716,1.0
3057613486,596.6964,596.77246,374.13934,203.65181,-0.18729126,0.045194253,0.98126715,0.0,0.83835065,0.5279767,0.1356957,0.0,-0.511953,0.8480569,-0.13677354,0.0,0.008553654,-0.4707026,0.696802,1.0
3057946685,596.6964,596.77246,374.13934,203.65181,-0.18858811,0.045350347,0.9810118,0.0,0.83037835,0.5406945,0.13463444,0.0,-0.5243209,0.8399974,-0.139626,0.0,0.0062586963,-0.46491933,0.6968213,1.0
