timestamp,pose 00,pose 01,pose 02,pose 03,pose 10,pose 11,pose 12,pose 13,pose 20,pose 21,pose 22,pose 23,pose 30,pose 31,pose 32,pose 33
2997143491,-0.16050339,-0.8265304,0.539524,0.0,-0.92120296,-0.07084334,-0.38257858,0.0,0.3544345,-0.55841625,-0.7500316,0.0,-0.47051418,0.42542723,0.28436172,1.0
2997476761,-0.1604954,-0.8317661,0.5314188,0.0,-0.91868687,-0.07098234,-0.38855588,0.0,0.36090907,-0.55056906,-0.75274026,0.0,-0.48333633,0.431542,0.30221194,1.0
2997801967,-0.16272485,-0.83584887,0.52428746,0.0,-0.9164682,-0.06880891,-0.3941464,0.0,0.36552244,-0.5446302,-0.754832,0.0,-0.49470127,0.43699673,0.3180653,1.0
2998124486,-0.1654352,-0.8355441,0.5239251,0.0,-0.9159124,-0.066823244,-0.3957771,0.0,0.36569947,-0.5453448,-0.7542304,0.0,-0.5055332,0.44139564,0.332672,1.0
2998455948,-0.16612422,-0.8377337,0.5201975,0.0,-0.9167606,-0.06312227,-0.39441857,0.0,0.36325362,-0.5424189,-0.7575152,0.0,-0.51614463,0.44616783,0.34588605,1.0
2998784096,-0.16802382,-0.8416767,0.5131746,0.0,-0.9172797,-0.057178736,-0.39411724,0.0,0.36106205,-0.53694576,-0.76244557,0.0,-0.52561283,0.45100528,0.3572058,1.0
2999166744,-0.17035377,-0.84370756,0.50905514,0.0,-0.91833735,-0.051365018,-0.39245132,0.0,0.3572618,-0.5343399,-0.76605797,0.0,-0.53572404,0.45565277,0.3685814,1.0
2999775086,-0.17701912,-0.84423923,0.5058896,0.0,-0.9188615,-0.042407155,-0.3922948,0.0,0.352644,-0.5342862,-0.7682321,0.0,-0.54929984,0.46170503,0.38324,1.0
3000111928,-0.1806866,-0.8465892,0.5006385,0.0,-0.9173236,-0.038555145,-0.3962711,0.0,0.3547811,-0.53084844,-0.7696297,0.0,-0.55541974,0.46438885,0.3897648,1.0
3000436957,-0.18635094,-0.8447888,0.50160253,0.0,-0.9157845,-0.03554821,-0.40009382,0.0,0.35582587,-0.53391767,-0.76702,0.0,-0.5611294,0.466124,0.39596593,1.0
3000766508,-0.18992615,-0.84484434,0.5001659,0.0,-0.9131018,-0.035212874,-0.40620807,0.0,0.36079496,-0.5338519,-0.76474094,0.0,-0.5660485,0.46837717,0.4016085,1.0
3001429322,-0.18950391,-0.85887605,0.47583675,0.0,-0.9024463,-0.038597703,-0.42907026,0.0,0.3868842,-0.51072747,-0.7677752,0.0,-0.571998,0.47585145,0.4098111,1.0
3001763368,-0.18992078,-0.865,0.4644407,0.0,-0.8970369,-0.039397955,-0.44019628,0.0,0.39906776,-0.5002228,-0.76845455,0.0,-0.573681,0.47914493,0.41240448,1.0
3002083989,-0.19246817,-0.8679681,0.45780736,0.0,-0.8928925,-0.038623333,-0.4486104,0.0,0.40706152,-0.4951159,-0.76756835,0.0,-0.5753212,0.48091707,0.4146546,1.0
3002413685,-0.19745135,-0.8682695,0.45510584,0.0,-0.8896329,-0.036301494,-0.4552316,0.0,0.41178465,-0.49476314,-0.76527333,0.0,-0.57727253,0.4816472,0.41676444,1.0
3003734604,-0.21003854,-0.86416066,0.45728528,0.0,-0.8848716,-0.030889153,-0.46480954,0.0,0.4157954,-0.5022668,-0.75818324,0.0,-0.5859611,0.48165575,0.4215936,1.0
3004063453,-0.21108603,-0.8638584,0.45737427,0.0,-0.8858431,-0.028729439,-0.4630944,0.0,0.41318816,-0.50291467,-0.75917864,0.0,-0.5887637,0.48159498,0.42274123,1.0
3004397005,-0.2105794,-0.8646846,0.45604458,0.0,-0.88712525,-0.026955366,-0.4607408,0.0,0.41068837,-0.50159127,-0.76140714,0.0,-0.59159446,0.48189518,0.42407084,1.0
3004724454,-0.20874166,-0.86708075,0.45232436,0.0,-0.88852555,-0.025090218,-0.45814016,0.0,0.40859362,-0.4975349,-0.76518595,0.0,-0.59432626,0.4825703,0.4255095,1.0
3005057770,-0.20785129,-0.8690631,0.44891804,0.0,-0.8898068,-0.022620916,-0.4557767,0.0,0.40625358,-0.49418396,-0.7685964,0.0,-0.5969858,0.48315752,0.42714489,1.0
3005385902,-0.20777345,-0.8699807,0.447173,0.0,-0.8911948,-0.02009368,-0.4531755,0.0,0.4032393,-0.49267614,-0.7711474,0.0,-0.5997027,0.4834711,0.4289,1.0
3005714084,-0.20776689,-0.8705655,0.44603628,0.0,-0.8927457,-0.017608881,-0.45021647,0.0,0.3997972,-0.49173713,-0.773535,0.0,-0.6025435,0.48361877,0.43068692,1.0
3006044679,-0.2074529,-0.87109107,0.4451561,0.0,-0.89423853,-0.015628815,-0.44731796,0.0,0.39661187,-0.49087304,-0.77572095,0.0,-0.60542285,0.48358566,0.4325162,1.0
3006374294,-0.20699477,-0.87092656,0.44569087,0.0,-0.8958952,-0.014303207,-0.44403535,0.0,0.39309686,-0.49120522,-0.7772982,0.0,-0.60838866,0.48339304,0.4344468,1.0
3006704029,-0.20600104,-0.87128425,0.44545153,0.0,-0.89765286,-0.012979746,-0.44051173,0.0,0.38959286,-0.4906068,-0.77943695,0.0,-0.6113309,0.48349667,0.4363985,1.0
3007033688,-0.20465875,-0.8725247,0.44363877,0.0,-0.899301,-0.011348009,-0.4371829,0.0,0.38648733,-0.48843813,-0.7823398,0.0,-0.61419976,0.48383975,0.4383414,1.0
3007364521,-0.20390427,-0.8731809,0.4426944,0.0,-0.90056473,-0.01004231,-0.43460608,0.0,0.38393536,-0.48729295,-0.7843082,0.0,-0.61695826,0.4839717,0.44037455,1.0
3007693479,-0.20443082,-0.8722007,0.44438067,0.0,-0.901418,-0.0092561245,-0.43285117,0.0,0.38164625,-0.4890608,-0.7843251,0.0,-0.619618,0.483776,0.44260272,1.0
3008027576,-0.20423317,-0.87203217,0.44480214,0.0,-0.90217614,-0.008692861,-0.4312805,0.0,0.379957,-0.48937154,-0.7849513,0.0,-0.62238216,0.4837163,0.44489408,1.0
3008372068,-0.20361698,-0.8711971,0.44671696,0.0,-0.90315366,-0.009003878,-0.42922345,0.0,0.37796032,-0.49085113,-0.7849915,0.0,-0.6253746,0.48344338,0.44740915,1.0
3008685702,-0.20295262,-0.87001127,0.4493225,0.0,-0.90400666,-0.009853005,-0.427405,0.0,0.37627432,-0.49293345,-0.7844963,0.0,-0.6281514,0.4829811,0.4498849,1.0
3010336486,-0.20103157,-0.86495495,0.45982537,0.0,-0.9115802,-0.006663084,-0.41106832,0.0,0.35861942,-0.50180537,-0.7871363,0.0,-0.6426115,0.48035294,0.46381587,1.0
3010667935,-0.20121944,-0.86334443,0.46276012,0.0,-0.9127482,-0.006211996,-0.40847507,0.0,0.3555294,-0.5045767,-0.78676605,0.0,-0.64502215,0.47965443,0.46651888,1.0
3010994373,-0.20165646,-0.8621204,0.46484727,0.0,-0.91343653,-0.005758643,-0.40694043,0.0,0.3535086,-0.5066707,-0.78633094,0.0,-0.6471738,0.47910625,0.46906292,1.0
3011985811,-0.20010972,-0.8604693,0.46856025,0.0,-0.91622645,-0.005081892,-0.40062857,0.0,0.34710976,-0.50947696,-0.7873678,0.0,-0.65364045,0.47775248,0.47546464,1.0
